Customer ID,Referred a Friend,Tenure_in_months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,City,Zip Code,Churn Value,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction (based  on service calls),Service issue topic,Average Speed of answer in seconds,Acquisition_id,Acquisition Cost,Retenion_cost_per_customer
0319-QZTCO,Yes,3,Offer E,Yes,11.47,No,Yes,Fiber Optic,51,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,0,0,34.41,Female,25,Santa Rosa,95401,0,3654,1,0,4.375,Contract related,48,2,20,3.7
0096-FCPUF,No,30,,Yes,2.64,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,64.5,1888.45,0,0,79.2,Male,58,Santa Rosa,95404,0,5039,0,0,4.625,Contract related,74.33333333,2,20,5
9408-HRXRK,Yes,45,,Yes,47.48,Yes,Yes,Cable,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.15,4730.9,0,0,2136.6,Female,63,Annapolis,95412,0,5915,1,1,4.875,Streaming,55,2,20,5.9
7617-EYGLW,No,1,Offer E,Yes,46.59,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,19.45,0,0,46.59,Male,62,Clearlake Oaks,95423,0,5820,1,1,3,Payment related,92,2,20,3.7
5529-GIBVH,No,47,,Yes,3.49,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,1046.2,0,0,164.03,Female,57,Duncans Mills,95430,0,2618,2,0,3,Admin Support,53,2,20,5.9
6244-BESBM,Yes,69,,Yes,12.02,No,Yes,Fiber Optic,30,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,95.2,6671.7,0,2002,829.38,Male,61,Geyserville,95441,0,6166,0,0,3.5,Admin Support,107,2,20,7
2612-PHGOX,Yes,64,,Yes,6.59,Yes,Yes,DSL,20,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,76.1,4818.8,0,964,421.76,Male,47,Graton,95444,0,4222,1,0,4,Admin Support,106,2,20,7
8480-PPONV,Yes,62,,Yes,40.66,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,115.55,7159.05,0,1503,2520.92,Male,56,Guerneville,95446,0,6349,0,0,4,Contract related,114,2,20,7
1257-SXUXQ,Yes,5,,Yes,8.04,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,86.05,0,0,40.2,Male,20,Jenner,95450,0,4573,0,0,3.333333333,Contract related,116,2,20,3.7
5095-ETBRJ,Yes,55,,Yes,2.36,No,Yes,Fiber Optic,69,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,56.8,3112.05,0,2147,129.8,Female,28,Lakeport,95453,0,4702,0,0,3.076923077,Contract related,37,2,20,6.3
4730-AWNAU,Yes,36,,No,0,No,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,60.7,2234.55,0,536,0,Male,59,Lower Lake,95457,0,3671,1,0,3.230769231,Contract related,46,2,20,5.4
3452-FLHYD,Yes,25,,Yes,25.08,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.95,495.15,0,0,627,Male,47,Lucerne,95458,0,5682,2,1,3.307692308,Streaming,70,2,20,5
4389-UEFCZ,No,72,,Yes,21.96,Yes,Yes,DSL,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.5,7544,0,445.1,1581.12,Female,25,Monte Rio,95462,0,5551,1,0,3.538461538,Streaming,54,2,20,8
8711-LOBKY,Yes,59,,Yes,41.19,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1188.25,0,0,2430.21,Male,50,Navarro,95463,0,6144,0,0,3.615384615,Admin Support,117,2,20,6.3
8800-ZKRFW,Yes,30,,Yes,24.56,Yes,Yes,Cable,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,3242.5,0,0,736.8,Female,62,Philo,95466,0,3094,1,0,3.769230769,Streaming,101,2,20,5
6248-TKCQV,Yes,70,,Yes,43.81,Yes,Yes,DSL,17,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,5460.2,0,0,3066.7,Female,37,Upper Lake,95485,0,5880,0,0,3.8,Contract related,68.5,2,20,7
6198-ZFIOJ,No,5,,Yes,19.3,Yes,Yes,DSL,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,402.5,0,0,96.5,Female,50,Willits,95490,0,3469,0,0,3.6,Admin Support,22,2,20,3.7
5989-OMNJE,Yes,24,,No,0,No,Yes,Fiber Optic,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,57.6,1367.75,0,0,0,Female,42,Windsor,95492,0,5623,2,0,3.4,Admin Support,45,2,20,5
9795-SHUHB,Yes,66,,Yes,24.27,No,Yes,DSL,59,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,58.2,3810.8,0,0,1601.82,Female,26,The Sea Ranch,95497,0,5313,1,0,3,Contract related,30.33333333,2,20,7
0042-RLHYP,Yes,69,,Yes,38.39,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1396.9,0,0,2648.91,Female,47,Eureka,95503,0,4131,0,0,3,Technical Support,45,2,20,7
1661-CZBAU,No,48,Offer B,Yes,44.76,Yes,Yes,Fiber Optic,18,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.95,3629.2,0,0,2148.48,Male,50,Carlotta,95528,0,2667,3,0,3,Admin Support,62,2,20,5.9
0114-RSRRW,Yes,10,Offer D,Yes,49.6,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.95,187.75,0,0,496,Female,21,Klamath,95548,0,3831,1,0,3.5,Streaming,44,2,20,3.7
4656-CAURT,No,69,,Yes,22.24,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.95,1713.1,0,0,1534.56,Male,57,Phillipsville,95559,0,6059,1,0,3.142857143,Streaming,56,2,20,7
0121-SNYRK,No,50,Offer B,No,0,No,Yes,Fiber Optic,7,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.4,1748.9,0,0,0,Male,45,Redway,95560,0,5052,1,0,3,Technical Support,79,2,20,5.9
5469-NUJUR,No,19,,Yes,19.1,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,373.5,0,0,362.9,Male,58,Zenia,95595,0,2831,0,0,3,Admin Support,81,2,20,4.3
7073-QETQY,Yes,66,Offer A,Yes,45.03,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.35,1359.5,0,0,2971.98,Male,59,Capay,95607,0,4845,0,0,3,Technical Support,54,2,20,7
9272-LSVYH,No,10,,Yes,4.29,No,Yes,Fiber Optic,85,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.15,735.5,0,625,42.9,Male,23,Courtland,95615,0,3963,1,0,3,Contract related,72,2,20,3.7
3084-DOWLE,Yes,72,Offer A,Yes,43.29,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92,6474.4,0,0,3116.88,Female,47,Citrus Heights,95621,0,6434,1,0,3,Technical Support,86,2,20,8
7596-IIWYC,No,27,,Yes,35.77,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.25,538.2,0,0,965.79,Female,62,Fiddletown,95629,0,5250,2,0,3,Payment related,33,2,20,5
1839-FBNFR,Yes,39,,Yes,32.57,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.85,854.8,0,0,1270.23,Female,35,Georgetown,95634,0,3032,0,0,3,Streaming,29,2,20,5.4
3071-MVJCD,Yes,72,Offer A,Yes,48.44,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,82.3,5815.15,0,872,3487.68,Male,40,Grizzly Flats,95636,0,4162,2,2,3,Admin Support,40,2,20,8
1697-BCSHV,Yes,58,Offer B,Yes,44.1,Yes,Yes,DSL,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.8,3970.4,0,0,2557.8,Female,44,Guinda,95637,0,6433,0,0,3,Payment related,62,2,20,6.3
0562-KBDVM,No,70,Offer A,No,0,No,Yes,Cable,11,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,44.6,3058.15,0,0,0,Female,62,Herald,95638,0,4442,1,0,3,Payment related,111,2,20,7
3717-OEAUQ,No,2,Offer E,Yes,2.72,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.7,129.2,0,0,5.44,Male,37,Ione,95640,0,2388,1,0,3,Payment related,79,2,20,3.7
9885-AIBVB,Yes,29,,Yes,39.5,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.8,2440.25,0,390,1145.5,Male,62,Newcastle,95658,0,2568,2,0,3,Streaming,111,2,20,5
3569-EDBPQ,No,24,,Yes,25.81,Yes,Yes,Cable,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.35,1938.05,0,58,619.44,Female,44,Pine Grove,95665,0,2198,0,0,3.526315789,Contract related,38,2,20,5
1970-KKFWL,No,35,,Yes,6.52,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.3,797.1,0,0,228.2,Female,38,Rescue,95672,0,2416,1,0,3.947368421,Admin Support,72.33333333,2,20,5.4
9350-VLHMB,Yes,67,Offer A,Yes,6.15,Yes,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.55,6373.1,0,3378,412.05,Male,38,Volcano,95689,0,6111,0,0,4.894736842,Admin Support,12,2,20,7
6510-UPNKS,No,23,,Yes,43.77,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.8,615.35,0,0,1006.71,Female,21,Emigrant Gap,95715,0,4402,0,0,4.333333333,Technical Support,33,2,20,5
7677-SJJJK,Yes,8,Offer E,Yes,48.39,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,153.95,0,0,387.12,Male,26,Granite Bay,95746,0,3152,1,0,4.142857143,Technical Support,66.5,2,20,3.7
8445-DNBAE,No,1,Offer E,Yes,43.05,Yes,Yes,DSL,69,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.05,50.05,0,0,43.05,Male,24,Sacramento,95814,0,5523,1,0,3,Technical Support,35,2,20,3.7
1735-XMJVH,No,8,Offer E,Yes,34.87,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,19.35,152.6,0,0,278.96,Male,51,Sacramento,95818,0,5416,1,0,3,Admin Support,42,2,20,3.7
6890-PFRQX,No,18,,Yes,12.21,Yes,Yes,DSL,8,Yes,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,69.5,1199.4,0,96,219.78,Male,56,Sacramento,95819,0,4466,0,0,3,Technical Support,82,2,20,4.3
5899-OUVKV,No,31,,Yes,45.92,No,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,2979.2,0,53.63,1423.52,Male,56,Sacramento,95821,0,3949,1,0,3,Technical Support,42,2,20,5.4
9824-QCJPK,Yes,36,,Yes,21.77,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20,666.75,0,0,783.72,Male,47,Sacramento,95830,0,4175,1,0,3,Payment related,112,2,20,5.4
1866-OBPNR,Yes,1,,Yes,42.99,No,Yes,DSL,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.6,74.6,0,0,42.99,Male,28,Sacramento,95833,0,5494,0,0,3.222222222,Streaming,77,2,20,3.7
8695-WDYEA,No,1,,Yes,39.3,No,Yes,Fiber Optic,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.25,51.25,0,0,39.3,Male,32,Chico,95928,0,4483,3,0,3.571428571,Payment related,75,2,20,3.7
3195-TQDZX,No,3,,Yes,1.57,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.25,61.45,0,0,4.71,Male,19,Elk Creek,95939,0,4050,1,0,3.75,Technical Support,105,2,20,3.7
7041-TXQJH,No,37,Offer C,No,0,No,Yes,Fiber Optic,6,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,40.2,1478.85,0,89,0,Female,64,Goodyears Bar,95944,0,5924,1,1,4.25,Payment related,66,2,20,5.4
5014-GSOUQ,No,13,Offer D,Yes,18.73,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,243.65,0,0,243.49,Male,59,Grass Valley,95945,0,2884,0,0,4.5,Payment related,26,2,20,4.3
7898-PDWQE,Yes,71,Offer A,Yes,18.04,Yes,Yes,DSL,41,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,80.4,5727.15,0,2348,1280.84,Male,22,Maxwell,95955,0,5228,0,0,3.666666667,Admin Support,69,2,20,8
9314-IJWSQ,Yes,14,Offer D,Yes,26.58,Yes,Yes,Cable,53,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,1203.9,0,638,372.12,Female,46,Meridian,95957,0,2452,0,0,4.5,Contract related,85,2,20,4.3
5799-JRCZO,No,63,,Yes,24.32,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1215.1,0,0,1532.16,Female,48,North San Juan,95960,0,4370,1,0,5,Admin Support,54,2,20,7
1921-KYSAY,No,41,,Yes,36.93,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.6,2877.05,0,0,1514.13,Female,36,Olivehurst,95961,0,4572,1,0,4.666666667,Contract related,76.66666667,2,20,5.9
6198-RTPMF,Yes,17,Offer D,Yes,9.22,Yes,Yes,DSL,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92.6,1579.7,0,0,156.74,Female,46,Oregon House,95962,0,4756,1,0,4.333333333,Contract related,99.33333333,2,20,4.3
9327-QSDED,No,8,,Yes,7.02,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.55,335.4,0,0,56.16,Male,44,Quincy,95971,0,3266,0,0,3,Streaming,13,2,20,3.7
1656-DRSMG,No,63,Offer B,Yes,19.01,Yes,Yes,DSL,20,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,109.85,7002.95,0,1401,1197.63,Female,40,Chico,95973,0,5775,1,1,3,Technical Support,16,2,20,7
0640-YJTPY,Yes,72,Offer A,Yes,5.7,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21,1493.75,0,0,410.4,Male,19,Smartville,95977,0,4974,1,0,4,Contract related,76,2,20,8
2882-WDTBA,Yes,69,Offer A,Yes,44.33,No,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,0,0,3058.77,Male,64,Willows,95988,0,5839,0,0,5,Streaming,57,2,20,7
2796-UUZZO,Yes,63,Offer B,Yes,18.88,No,Yes,DSL,48,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.3,4896.35,0,0,1189.44,Male,30,Redding,96002,0,5157,0,0,5,Admin Support,62,2,20,7
9798-OPFEM,No,46,Offer B,Yes,32.78,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.1,937.1,0,0,1507.88,Female,42,Adin,96006,0,4791,1,0,5,Technical Support,85,2,20,5.9
5522-NYKPB,No,25,Offer C,Yes,11.79,No,Yes,Cable,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0,0,294.75,Male,26,Burney,96013,0,3153,4,0,3,Streaming,36,2,20,5
2245-ADZFJ,Yes,31,Offer C,Yes,28.52,Yes,Yes,Fiber Optic,2,No,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.55,2471.6,0,49,884.12,Female,58,Castella,96017,0,3491,1,0,3,Contract related,64,2,20,5.4
7776-QGYJC,Yes,39,Offer C,Yes,40.68,No,Yes,DSL,76,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.5,3107.3,0,0,1586.52,Female,64,Shasta Lake,96019,0,2042,0,0,3,Payment related,68,2,20,5.4
0799-DDIHE,Yes,15,Offer D,Yes,24.27,No,Yes,DSL,27,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,46.3,639.45,0,173,364.05,Female,24,Grenada,96038,0,3103,0,0,4.5,Payment related,61.33333333,2,20,4.3
5312-TSZVC,No,15,,Yes,23.56,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0,0,353.4,Female,36,Hyampom,96046,0,4818,0,0,4,Technical Support,31,2,20,4.3
5939-SXWHM,Yes,48,Offer B,Yes,20.73,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,1245.05,0,0,995.04,Male,59,Millville,96062,0,2111,2,0,4,Payment related,94,2,20,5.9
8246-SHFGA,No,17,,Yes,34.02,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,385.55,0,0,578.34,Male,24,Mount Shasta,96067,0,2842,0,0,4,Admin Support,46,2,20,4.3
5816-JMLGY,Yes,70,,Yes,39.78,No,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,80.4,5717.85,0,2973,2784.6,Female,28,Red Bluff,96080,0,6367,0,0,4,Technical Support,100,2,20,7
7941-RCJOW,No,65,Offer B,Yes,44.7,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0,0,2905.5,Male,34,Tehama,96090,0,4309,0,0,4,Technical Support,117,2,20,7
2387-KDZQY,No,17,,Yes,31.6,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0,0,537.2,Male,46,Weaverville,96093,0,2185,0,0,4,Technical Support,34,2,20,4.3
3584-WKTTW,Yes,51,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,111.55,5720.35,0,4347,2005.32,Male,23,Weed,96094,0,4053,2,0,4,Payment related,120,2,20,6.3
3813-DHBBB,Yes,67,,No,0,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0,211,0,Male,39,Cedarville,96104,0,6395,0,0,4,Payment related,44,2,20,7
2812-REYAT,Yes,49,,Yes,22.1,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,923.1,0,0,1082.9,Female,56,Chilcoot,96105,0,5579,1,0,4,Technical Support,34,2,20,5.9
5930-GBIWP,No,69,,Yes,3.24,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.5,5553.25,0,0,223.56,Male,46,Doyle,96109,0,5286,0,0,4,Admin Support,75,2,20,7
6022-KOUQO,Yes,2,Offer E,No,0,No,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0,0,0,Female,51,Eagleville,96110,0,4998,1,0,4,Streaming,58,2,20,3.7
2361-UPSND,Yes,46,,Yes,44.75,No,Yes,Fiber Optic,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0,0,2058.5,Female,45,Herlong,96113,0,5433,4,0,4.5,Admin Support,123,2,20,5.9
2988-PLAHS,No,3,Offer E,Yes,29.51,No,Yes,DSL,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,0,37,88.53,Female,58,Sierraville,96126,0,2754,0,0,4.5,Streaming,90,2,20,3.7
4999-IEZLT,No,66,,No,0,No,Yes,Fiber Optic,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0,0,0,Male,45,Susanville,96130,0,5112,0,0,4.333333333,Streaming,74,2,20,7
1498-DQNRX,No,29,,Yes,5.69,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,573.05,0,0,165.01,Female,46,Westwood,96137,0,2712,1,1,4,Contract related,105,2,20,5
3307-TLCUD,Yes,17,,No,0,No,Yes,Fiber Optic,10,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,34.4,592.75,0,59,0,Male,36,Los Angeles,90001,0,4207,0,0,4,Contract related,90,2,20,4.3
6625-FLENO,Yes,58,,Yes,18.68,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0,0,1083.44,Male,31,Los Angeles,90002,0,4927,0,0,4,Technical Support,106,2,20,6.3
3500-NSDOA,Yes,68,,Yes,11.12,Yes,Yes,Fiber Optic,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4859.95,0,0,756.16,Male,35,Los Angeles,90008,0,5540,1,1,4,Contract related,111,2,20,7
8388-DMKAE,No,8,Offer E,Yes,15.86,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.25,174.65,0,0,126.88,Female,41,Los Angeles,90016,0,2653,1,0,3.4,Payment related,102,2,20,3.7
9659-QEQSY,No,45,,Yes,33.73,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0,0,1517.85,Female,26,Los Angeles,90018,0,3974,2,0,3,Streaming,91,2,20,5.9
5405-ZMYXQ,No,8,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0,0,10.24,Female,21,Los Angeles,90019,0,2142,0,0,3,Technical Support,111,2,20,3.7
1442-OKRJE,Yes,66,,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0,133.59,2603.7,Male,40,Los Angeles,90021,0,4663,2,1,3,Streaming,105,2,20,7
0793-TWELN,No,4,Offer E,Yes,6.5,Yes,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,319.85,0,0,26,Female,27,Los Angeles,90026,0,2841,1,0,3,Payment related,11,2,20,3.7
4836-WNFNO,Yes,72,,Yes,39.98,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1849.2,0,0,2878.56,Female,56,Los Angeles,90032,0,6126,0,0,3,Technical Support,105.5,2,20,8
9225-BZLNZ,Yes,72,,Yes,16.58,Yes,Yes,DSL,30,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,85.25,6083.1,0,1825,1193.76,Male,64,Los Angeles,90033,0,6275,1,1,3,Streaming,119,2,20,8
4422-QVIJA,No,35,,Yes,38.82,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.15,1655.35,0,31.45,1358.7,Female,52,Los Angeles,90035,0,5879,0,0,3,Technical Support,15,2,20,5.4
8332-OSJDW,Yes,12,,Yes,45.15,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4,314.95,0,0,541.8,Male,54,Los Angeles,90038,0,3277,0,0,3,Admin Support,61,2,20,4.3
4735-BJKOU,No,40,,Yes,8.36,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,0,0,334.4,Female,33,Los Angeles,90039,0,3915,2,0,3,Contract related,92,2,20,5.4
1696-MZVAU,Yes,39,,No,0,No,Yes,DSL,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,947.75,0,0,0,Male,27,Los Angeles,90043,0,4259,0,0,3,Contract related,11,2,20,5.4
3795-GWTRD,Yes,63,,Yes,6.33,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,75.55,4707.85,0,1412,398.79,Female,58,Los Angeles,90048,0,4626,2,0,3,Streaming,54,2,20,7
6223-DHJGV,No,42,,Yes,23.25,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0,0,976.5,Female,56,Los Angeles,90056,0,5956,0,0,3.333333333,Technical Support,62,2,20,5.9
6961-MJKBO,No,47,,Yes,6.61,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,943,0,0,310.67,Male,27,Los Angeles,90057,0,4342,3,0,3.666666667,Payment related,105,2,20,5.9
8158-WPEZG,No,11,,No,0,No,Yes,Fiber Optic,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,0,31.03,0,Male,20,Los Angeles,90061,0,4986,1,1,4,Contract related,94,2,20,4.3
0727-BNRLG,No,69,Offer A,Yes,49.35,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0,0,3405.15,Male,41,Los Angeles,90064,0,5709,0,0,3.8,Contract related,83,2,20,7
0386-CWRGM,Yes,46,,Yes,47.5,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,967.85,0,0,2185,Female,61,Beverly Hills,90210,0,2320,0,0,3.8,Technical Support,71,2,20,5.9
0404-AHASP,Yes,72,Offer A,Yes,27.97,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1421.9,0,0,2013.84,Male,23,Beverly Hills,90212,0,6436,0,0,3.4,Admin Support,94,2,20,8
2587-YNLES,Yes,6,Offer E,Yes,25.05,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,100.35,0,0,150.3,Female,52,Downey,90240,0,5874,1,0,4,Admin Support,59,2,20,3.7
1958-RNRKS,Yes,30,,Yes,5.56,Yes,Yes,DSL,8,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0,115,166.8,Male,62,El Segundo,90245,0,3712,2,0,4,Streaming,118,2,20,5
